customer_id,orig_month,age, income ,debt_income,bureau_score,utilization,prev_delin_24m,tenure_months,product,channel,region,amount,term_months,unemp,rate,infl
47,01/05/2022,46," 49,636.73 ",0.2184,653.2,0.5409,0,56,PL,Branch,S," 49,201.20 ",24,3.897819438,7.32582242,4.446766349
48,01/02/2022,33," 45,209.11 ",0.3432,578.4,0.5671,0,23,PL,Digital,N," 97,876.68 ",18,3.844001123,7.250053702,4.074260457
49,01/07/2023,24," 30,939.29 ",0.2112,589.3,0.4263,0,140,PL,Digital,N," 41,127.21 ",24,4.33662585,7.137931136,4.360457309
50,01/02/2022,48," 23,362.68 ",0.3033,661.5,0.5308,1,108,CC,Partner,C," 12,291.27 ",12,3.844001123,7.250053702,4.074260457
51,01/06/2022,35," 56,476.05 ",0.8539,674.1,0.2448,0,18,PL,Digital,N," 84,777.25 ",24,3.934047735,6.987448656,4.245988283
52,01/10/2023,29," 18,903.66 ",0.3859,598.3,0.2675,1,69,AUTO,Digital,C," 170,710.07 ",24,4.263790345,7.227634283,4.488417007
53,01/05/2025,30," 36,055.50 ",0.3678,646.5,0.3215,0,41,PL,Digital,C," 80,233.07 ",36,4.65342885,7.606741336,4.629243714
54,01/08/2023,30," 39,231.43 ",0.3122,724.3,0.2327,0,22,CC,Digital,S," 31,390.06 ",12,4.100461817,7.236346454,4.459213836
55,01/10/2024,30," 41,185.84 ",0.7023,705.9,0.464,0,55,CC,Digital,C," 28,070.79 ",12,4.74003299,7.467006406,4.672884861
56,01/03/2025,22," 27,126.99 ",0.2377,686.7,0.7927,1,22,PL,Digital,N," 28,966.38 ",24,4.524553756,7.632134672,4.78076147
57,01/11/2024,47," 24,730.85 ",0.6136,708.1,0.4327,0,31,AUTO,Branch,N," 86,655.25 ",18,4.501860258,7.588992415,4.501958096
58,01/03/2024,40," 77,976.60 ",0.0408,544.6,0.1299,0,15,PL,Partner,C," 47,433.78 ",18,4.335647963,7.37584152,4.507774789
59,01/07/2023,45," 19,756.52 ",0.4187,743.4,0.2662,0,40,PL,Branch,C," 40,666.26 ",18,4.33662585,7.137931136,4.360457309
60,01/10/2023,33," 12,100.69 ",0.2967,668.1,0.3838,0,5,PL,Digital,C," 88,875.08 ",36,4.263790345,7.227634283,4.488417007
61,01/12/2022,39," 13,954.21 ",0.4743,622,0.4582,0,47,PL,Digital,C," 38,285.39 ",18,4.067362364,7.176234322,4.197013693
62,01/09/2023,38," 30,127.37 ",0.6853,674.7,0.49,0,24,CC,Digital,C," 30,695.17 ",12,4.24895552,7.187629444,4.499249245
63,01/04/2023,47," 19,746.60 ",0.8762,585,0.6927,0,59,AUTO,Branch,C," 199,349.32 ",18,3.932457295,7.355438675,4.231368399
64,01/11/2022,43," 43,810.22 ",0.6001,678.8,0.5519,0,55,CC,Branch,S," 19,655.86 ",12,3.78765321,7.324045255,4.187300189
65,01/06/2025,39," 51,725.20 ",0.2252,771.5,0.1405,1,51,PL,Partner,N," 72,172.65 ",18,4.652506583,7.532933287,4.679545128
66,01/01/2022,30," 12,000.00 ",0.3993,605.4,0.413,2,69,PL,Digital,C," 58,032.66 ",12,4.024317818,6.890388636,4.257778239
67,01/05/2022,25," 12,016.34 ",0.6052,611.7,0.1967,1,26,AUTO,Partner,N," 221,417.57 ",12,3.897819438,7.32582242,4.446766349
68,01/09/2022,29," 25,452.79 ",0.2005,725.6,0.4387,2,6,PL,Digital,S," 76,827.67 ",18,3.986531818,7.16141948,4.283694559
69,01/05/2025,30," 32,348.53 ",0.2188,627.9,0.2322,0,49,AUTO,Branch,C," 190,387.78 ",18,4.65342885,7.606741336,4.629243714
70,01/06/2024,31," 15,521.81 ",0.1553,694.4,0.1524,0,69,PL,Branch,N," 83,903.59 ",24,4.718611396,7.444710794,4.886401043
71,01/02/2025,25," 22,736.91 ",0.2883,651,0.709,0,41,CC,Branch,C," 31,782.28 ",12,4.404923627,7.608610764,4.481929406
72,01/09/2022,51,,0.2709,631.5,0.2352,1,19,PL,Partner,C," 70,060.49 ",24,3.986531818,7.16141948,4.283694559
73,01/07/2024,38," 40,553.83 ",0.5924,619.8,0.562,1,31,PL,Branch,C," 56,122.13 ",12,4.745033147,7.574736898,4.712300248
74,01/04/2023,18," 58,512.82 ",0.3801,659.9,0.3459,2,60,PL,Branch,C," 72,454.17 ",12,3.932457295,7.355438675,4.231368399
75,01/09/2023,26," 32,760.18 ",0.8165,684.9,0.5258,0,5,PL,Digital,N," 50,700.43 ",18,4.24895552,7.187629444,4.499249245
76,01/01/2022,24," 36,037.89 ",0.7405,634.4,0.1858,0,37,AUTO,Branch,S," 317,200.12 ",18,4.024317818,6.890388636,4.257778239
77,01/02/2024,38," 40,127.63 ",0.2495,708.9,0.4335,0,73,CC,Digital,N," 24,674.40 ",12,4.39192662,7.532135703,4.380185695
78,01/11/2024,46," 55,462.54 ",0.1205,654.9,0.6407,1,29,PL,Branch,S," 62,543.21 ",12,4.501860258,7.588992415,4.501958096
79,01/04/2024,27," 50,965.52 ",0.3703,764.9,0.6025,3,66,PL,Branch,C," 43,139.23 ",24,4.534438078,7.176895148,4.608903316
80,01/07/2022,42," 42,552.41 ",0.3067,708.6,0.3203,0,40,PL,Digital,N," 35,027.41 ",12,3.856963842,7.252470952,4.250438845
81,01/11/2023,33," 47,196.22 ",0.3187,633.6,0.3347,1,51,PL,Branch,C," 47,901.39 ",12,4.066831317,7.352794149,4.376935709
82,01/12/2022,47," 15,576.89 ",0.4123,691.3,0.624,0,18,PL,Branch,C," 30,261.27 ",24,4.067362364,7.176234322,4.197013693
83,01/05/2025,48," 39,549.33 ",0.3941,629.7,0.1591,0,48,AUTO,Partner,C," 297,537.68 ",36,4.65342885,7.606741336,4.629243714
84,01/01/2025,39," 21,234.97 ",0.0982,670.3,0.3201,0,23,CC,Partner,N," 13,034.38 ",12,4.423524315,7.698326218,4.541002966
85,01/08/2022,43," 39,074.47 ",0.5164,738.4,0.3826,0,39,PL,Digital,C," 78,604.59 ",12,4.127273188,7.278958033,4.289689804
86,01/10/2023,36," 31,684.40 ",0.3609,649.4,0.2005,0,96,CC,Branch,C," 19,331.28 ",12,4.263790345,7.227634283,4.488417007
87,01/04/2025,33," 32,010.81 ",0.3997,776.8,0.6955,0,36,CC,Branch,C," 14,056.28 ",12,4.495141325,7.538432417,4.619724439
88,01/12/2024,25," 41,385.15 ",0.3132,703.3,0.7368,0,41,PL,Branch,C," 32,572.49 ",24,4.381849734,7.348102839,4.550878233
89,01/06/2024,39," 34,707.48 ",0.2084,695.3,0.5476,0,11,PL,Branch,C," 96,661.31 ",18,4.718611396,7.444710794,4.886401043
90,01/03/2024,35," 26,568.02 ",0.2738,704.8,0.7184,0,20,CC,Branch,S," 14,373.97 ",12,4.335647963,7.37584152,4.507774789
91,01/02/2022,32," 80,352.90 ",0.3557,675.5,0.5182,1,57,AUTO,Digital,S," 305,495.02 ",12,3.844001123,7.250053702,4.074260457
92,01/08/2024,35," 33,075.21 ",0.2078,746.2,0.3891,1,31,PL,Digital,C," 53,164.07 ",24,4.815276979,7.591598407,4.854164539
93,01/08/2023,34," 39,828.20 ",0.2463,579.8,0.4194,0,50,PL,Branch,S," 43,241.63 ",12,4.100461817,7.236346454,4.459213836
94,01/04/2022,27," 27,372.33 ",0.2625,624.4,0.3572,0,24,CC,Partner,S," 17,556.55 ",12,3.904310797,7.088503347,4.285472969
95,01/11/2022,31," 23,330.39 ",0.6592,751,0.4584,0,12,CC,Digital,C," 20,132.59 ",12,3.78765321,7.324045255,4.187300189
96,01/11/2023,46," 21,188.80 ",0.2663,777.6,0.366,0,19,PL,Digital,C," 72,998.16 ",18,4.066831317,7.352794149,4.376935709
97,01/07/2024,34," 32,353.61 ",0.2976,604.4,0.4877,0,65,CC,Digital,N," 17,896.24 ",12,4.745033147,7.574736898,4.712300248
98,01/10/2023,49," 31,242.44 ",0.5593,681.5,0.3223,0,46,AUTO,Partner,C," 264,831.10 ",18,4.263790345,7.227634283,4.488417007
99,01/02/2024,25," 42,724.27 ",0.4691,721.2,0.2162,0,56,PL,Digital,N," 70,363.89 ",12,4.39192662,7.532135703,4.380185695
100,01/01/2025,24," 25,027.87 ",0.2151,730,0.5112,0,31,PL,Digital,N," 41,203.67 ",36,4.423524315,7.698326218,4.541002966
101,01/05/2024,37," 57,616.75 ",0.0406,589.4,0.5927,0,23,PL,Digital,C," 36,557.50 ",36,4.66179925,7.384581981,4.868221727
102,01/04/2023,43," 49,841.67 ",0.359,641.7,0.1253,1,114,PL,Digital,C," 62,362.79 ",12,3.932457295,7.355438675,4.231368399
103,01/04/2024,30," 12,000.00 ",0.4195,598.2,0.18,0,22,PL,Branch,S," 31,425.56 ",18,4.534438078,7.176895148,4.608903316
104,01/02/2024,42," 14,682.02 ",0.2266,685.9,0.6083,1,84,CC,Branch,C," 37,833.85 ",12,4.39192662,7.532135703,4.380185695
105,01/05/2022,45," 24,172.60 ",0.2632,702.5,0.5767,0,89,CC,Partner,S," 32,738.10 ",12,3.897819438,7.32582242,4.446766349
106,01/03/2022,46," 32,071.68 ",0.1647,641.5,0.7271,0,7,PL,Digital,C," 36,191.22 ",24,3.983684207,6.886503953,4.319145974
107,01/04/2024,35," 39,003.58 ",0.148,659.4,0.2686,0,39,PL,Branch,C," 51,839.28 ",18,4.534438078,7.176895148,4.608903316
108,01/05/2023,36," 36,519.79 ",0.3753,669.7,0.1553,0,47,PL,Digital,S," 53,291.78 ",24,4.089298712,7.172670917,4.330956052
109,01/02/2024,21," 25,996.41 ",0.4717,638.7,0.3258,0,7,CC,Digital,C," 22,464.41 ",12,4.39192662,7.532135703,4.380185695
110,01/02/2023,36," 68,874.36 ",0.4056,592.3,0.328,1,33,PL,Partner,C," 31,950.01 ",18,3.983122144,7.351370137,4.300262184
111,01/10/2022,39," 15,824.84 ",0.14,632.2,0.2835,0,48,CC,Branch,C," 35,695.16 ",12,4.014469884,6.908256307,4.278982567
112,01/07/2022,49," 23,916.55 ",0.0272,715.3,0.5884,0,22,PL,Partner,C," 50,965.28 ",36,3.856963842,7.252470952,4.250438845
113,01/05/2023,24," 21,234.01 ",0.1861,686.6,0.5965,0,10,PL,Digital,N," 47,867.89 ",12,4.089298712,7.172670917,4.330956052
114,01/11/2024,28," 32,013.80 ",0.2623,675,0.4081,0,23,AUTO,Branch,N," 104,942.10 ",24,4.501860258,7.588992415,4.501958096
115,01/05/2023,27," 35,733.34 ",0.4086,759.2,0.474,0,56,AUTO,Digital,C," 219,158.33 ",36,4.089298712,7.172670917,4.330956052
116,01/04/2023,44," 30,243.45 ",0.2881,685.9,0.4633,0,36,PL,Digital,C," 153,935.00 ",18,3.932457295,7.355438675,4.231368399
117,01/01/2024,18," 37,639.26 ",0.1492,687.4,0.5462,0,18,PL,Branch,S," 75,488.03 ",24,3.984338763,7.382953471,4.249540775
118,01/06/2025,26," 29,726.76 ",0.1537,615.5,0.3687,3,35,PL,Digital,N," 56,583.40 ",18,4.652506583,7.532933287,4.679545128
119,01/05/2023,55," 55,989.69 ",0.0382,670.9,0.2992,0,66,PL,Digital,C," 55,747.38 ",12,4.089298712,7.172670917,4.330956052
120,01/01/2024,42," 22,634.65 ",0.2657,761.7,0.5987,0,16,AUTO,Digital,S," 146,890.63 ",18,3.984338763,7.382953471,4.249540775
121,01/07/2023,24," 23,111.10 ",0.4083,764.3,0.7813,0,10,CC,Digital,C," 18,705.44 ",12,4.33662585,7.137931136,4.360457309
122,01/02/2024,35," 39,092.90 ",0.3449,628.6,0.5263,0,31,PL,Digital,S," 70,515.34 ",24,4.39192662,7.532135703,4.380185695
123,01/07/2023,44," 35,608.07 ",0.3151,767,0.4915,0,20,PL,Digital,C," 65,224.40 ",24,4.33662585,7.137931136,4.360457309
124,01/03/2024,41," 36,903.15 ",0.5571,588.4,0.2283,0,21,AUTO,Digital,C," 305,518.86 ",12,4.335647963,7.37584152,4.507774789
125,01/11/2023,34," 29,999.05 ",0.0839,692.9,0.6621,0,21,PL,Digital,C," 36,122.69 ",36,4.066831317,7.352794149,4.376935709
126,01/05/2024,29," 15,332.17 ",0.3374,651.9,0.0664,1,23,AUTO,Digital,C," 139,526.86 ",18,4.66179925,7.384581981,4.868221727
127,01/05/2025,44," 34,750.26 ",0.2187,719.7,0.6272,1,42,CC,Digital,C," 19,291.38 ",12,4.65342885,7.606741336,4.629243714
128,01/07/2022,36," 20,718.72 ",0.04,825.2,0.3278,0,5,PL,Digital,C," 66,276.97 ",18,3.856963842,7.252470952,4.250438845
129,01/12/2023,43," 42,787.62 ",0.1843,636.1,0.6431,0,56,PL,Branch,N," 85,256.54 ",24,3.931777989,7.323930473,4.388642794
130,01/07/2023,40," 35,513.98 ",0.3277,666.3,0.3388,0,31,PL,Partner,N," 49,219.13 ",24,4.33662585,7.137931136,4.360457309
131,01/04/2023,32," 31,028.78 ",0.5675,663.1,0.0534,0,23,CC,Branch,C," 39,521.27 ",12,3.932457295,7.355438675,4.231368399
132,01/11/2022,49," 23,967.61 ",1.8345000000000002,757.6,0.0605,0,21,CC,Digital,C," 31,960.11 ",12,3.78765321,7.324045255,4.187300189
133,01/03/2022,31," 48,107.09 ",0.4464,724,0.3657,0,32,PL,Digital,C," 65,566.22 ",36,3.983684207,6.886503953,4.319145974
134,01/05/2023,40," 29,196.72 ",0.1598,685.3,0.2312,0,62,CC,Digital,S," 22,215.53 ",12,4.089298712,7.172670917,4.330956052
135,01/11/2024,30," 14,654.96 ",0.1517,632.6,0.1868,0,26,PL,Digital,C," 43,145.40 ",24,4.501860258,7.588992415,4.501958096
136,01/05/2022,34," 48,704.75 ",0.131,668.1,0.663,0,33,PL,Digital,C," 30,119.23 ",18,3.897819438,7.32582242,4.446766349
137,01/06/2023,34," 76,350.78 ",0.5509,712,0.4491,1,18,PL,Branch,N," 40,204.96 ",24,4.236392246,7.320606602,4.445671202
138,01/05/2025,30," 47,865.57 ",0.3055,645,0.8359,0,21,PL,Digital,N," 50,072.03 ",24,4.65342885,7.606741336,4.629243714
139,01/04/2025,38," 35,631.59 ",0.4055,618.1,0.3724,0,38,CC,Branch,C," 19,750.24 ",12,4.495141325,7.538432417,4.619724439
140,01/10/2022,48," 20,249.21 ",0.1344,774,0.162,0,46,CC,Branch,C," 23,520.41 ",12,4.014469884,6.908256307,4.278982567
141,01/01/2022,53," 25,785.78 ",0.5585,713.8,0.2273,0,42,PL,Partner,C," 89,484.71 ",24,4.024317818,6.890388636,4.257778239
142,01/05/2024,49," 43,580.71 ",0.2486,688.6,0.4427,2,68,PL,Digital,C," 71,739.72 ",18,4.66179925,7.384581981,4.868221727
143,01/01/2022,34," 46,053.50 ",0.1818,719.5,0.2531,0,29,CC,Partner,C," 14,658.36 ",12,4.024317818,6.890388636,4.257778239
144,01/01/2023,49," 31,941.69 ",0.3343,630.6,0.1943,1,4,AUTO,Digital,C," 146,616.63 ",18,3.936413418,7.112834541,4.26207551
145,01/09/2023,40," 50,089.93 ",0.5741,605.6,0.2024,0,82,AUTO,Partner,N," 269,307.83 ",24,4.24895552,7.187629444,4.499249245
146,01/01/2025,52," 75,792.84 ",0.4488,695,0.1573,1,92,PL,Digital,N," 78,305.58 ",12,4.423524315,7.698326218,4.541002966
147,01/04/2022,25," 31,494.32 ",0.353,746.9,0.3217,2,41,PL,Branch,C," 43,798.65 ",18,3.904310797,7.088503347,4.285472969
148,01/04/2024,49," 42,330.50 ",0.3885,774.5,0.6654,0,59,PL,Branch,C," 65,413.96 ",12,4.534438078,7.176895148,4.608903316
149,01/11/2023,31," 39,869.34 ",0.5464,710.5,0.2799,0,33,AUTO,Digital,C," 269,482.52 ",12,4.066831317,7.352794149,4.376935709
150,01/06/2022,47," 42,190.09 ",0.4552,664.3,0.6928,0,47,CC,Branch,C," 31,746.15 ",12,3.934047735,6.987448656,4.245988283
151,01/12/2024,32," 58,072.99 ",0.2038,629,0.9008,0,53,PL,Digital,C," 102,157.03 ",18,4.381849734,7.348102839,4.550878233
152,01/12/2024,44," 22,697.67 ",0.2624,726,0.456,1,38,PL,Digital,N," 79,937.71 ",12,4.381849734,7.348102839,4.550878233
153,01/09/2023,33," 18,023.78 ",0.362,665.3,0.3462,0,44,CC,Branch,S," 29,933.64 ",12,4.24895552,7.187629444,4.499249245
154,01/04/2025,19," 24,311.35 ",0.3982,602.3,0.1575,0,10,PL,Digital,C," 65,054.64 ",36,4.495141325,7.538432417,4.619724439
155,01/02/2024,27," 22,769.03 ",0.4287,573.5,0.275,0,109,CC,Digital,S," 15,902.26 ",12,4.39192662,7.532135703,4.380185695
156,01/02/2025,34," 21,704.74 ",0.4317,712.3,0.5084,0,11,PL,Partner,C," 59,251.19 ",12,4.404923627,7.608610764,4.481929406
157,01/05/2025,36," 43,701.47 ",0.3971,646.9,0.533,0,31,PL,Branch,C," 42,365.01 ",24,4.65342885,7.606741336,4.629243714
158,01/12/2023,18," 46,990.81 ",0.618,754,0.3285,1,70,CC,Digital,C," 21,931.25 ",12,3.931777989,7.323930473,4.388642794
159,01/12/2022,25," 19,411.23 ",0.4977,787.6,0.0521,0,33,AUTO,Branch,N," 454,893.14 ",18,4.067362364,7.176234322,4.197013693
160,01/07/2022,29," 12,000.00 ",0.1781,656.8,0.4113,0,42,PL,Digital,S," 44,050.34 ",24,3.856963842,7.252470952,4.250438845
161,01/12/2023,34," 12,000.00 ",0.3435,622.6,0.1341,0,88,CC,Partner,N," 37,759.72 ",12,3.931777989,7.323930473,4.388642794
162,01/09/2022,38," 28,496.58 ",0.7419,562,0.1599,1,22,PL,Digital,C," 88,403.53 ",12,3.986531818,7.16141948,4.283694559
163,01/08/2024,29," 28,123.59 ",0.5995,732.5,0.3988,0,41,PL,Digital,C," 48,399.53 ",36,4.815276979,7.591598407,4.854164539
164,01/03/2025,22," 16,903.79 ",0.4625,621.9,0.2702,0,25,AUTO,Branch,N," 363,409.01 ",18,4.524553756,7.632134672,4.78076147
165,01/11/2022,39," 30,600.86 ",0.3902,615.7,0.12,0,34,AUTO,Digital,C," 198,721.56 ",18,3.78765321,7.324045255,4.187300189
166,01/12/2023,33," 47,006.95 ",0.375,638,0.3185,0,55,CC,Digital,C," 14,667.10 ",12,3.931777989,7.323930473,4.388642794
167,01/03/2022,44," 29,895.56 ",0.3074,703.7,0.436,0,81,CC,Digital,C," 47,489.02 ",12,3.983684207,6.886503953,4.319145974
168,01/08/2022,31," 39,142.82 ",0.7377,772,0.5622,0,13,PL,Digital,C," 18,121.22 ",24,4.127273188,7.278958033,4.289689804
169,01/04/2023,42," 12,000.00 ",0.1983,606,0.5958,0,26,CC,Partner,C," 29,366.84 ",12,3.932457295,7.355438675,4.231368399
170,01/02/2025,28," 38,156.78 ",0.7282,647.1,0.6624,0,15,PL,Digital,N," 61,895.14 ",12,4.404923627,7.608610764,4.481929406
171,01/05/2025,38," 22,224.09 ",0.2239,665.9,0.5361,0,40,PL,Partner,N," 65,794.41 ",24,4.65342885,7.606741336,4.629243714
172,01/03/2024,37," 31,203.55 ",0.2596,578.7,0.5214,0,36,CC,Digital,C," 31,267.04 ",12,4.335647963,7.37584152,4.507774789
173,01/01/2024,40," 13,717.05 ",0.152,642.4,0.361,0,15,PL,Digital,C," 28,042.13 ",24,3.984338763,7.382953471,4.249540775
174,01/12/2023,28," 20,313.92 ",0.3882,763.4,0.4061,0,30,AUTO,Branch,C," 209,659.47 ",24,3.931777989,7.323930473,4.388642794
175,01/03/2022,35," 19,149.99 ",0.2513,674.9,0.1449,1,29,PL,Digital,C," 55,209.36 ",24,3.983684207,6.886503953,4.319145974
176,01/04/2023,28," 17,728.70 ",0.726,770.7,0.5164,0,94,PL,Digital,C," 70,668.07 ",12,3.932457295,7.355438675,4.231368399
177,01/06/2025,35," 31,437.90 ",0.0707,679.1,0.4769,0,26,PL,Partner,N," 46,754.19 ",36,4.652506583,7.532933287,4.679545128
178,01/06/2023,42," 26,280.89 ",0.2467,745,0.3248,1,60,CC,Digital,C," 35,740.20 ",12,4.236392246,7.320606602,4.445671202
179,01/09/2022,63," 27,857.89 ",0.3394,629,0.3237,0,78,PL,Branch,S," 59,722.19 ",36,3.986531818,7.16141948,4.283694559
180,01/11/2022,36," 52,046.98 ",0.3299,668.9,0.5275,0,42,CC,Digital,C," 34,964.89 ",12,3.78765321,7.324045255,4.187300189
181,01/06/2024,42," 37,578.24 ",0.2258,764.2,0.1044,1,20,PL,Partner,C," 39,551.44 ",24,4.718611396,7.444710794,4.886401043
182,01/02/2022,37," 35,659.05 ",0.7256,612.8,0.1962,0,79,AUTO,Branch,C," 197,028.02 ",12,3.844001123,7.250053702,4.074260457
